GTRD peaks ID,UniProt ID,Cell Line,Treatment,Antibody,TFClass,Species,PubMed,GEO,ENCODE,Peak calls participated in analysis
PEAKS010271,CEBPB_MOUSE,3T3-L1 preadipocyte cell line,day 0 of differentiation,C/EBPbeta, 1.1.8.1.2,Mus musculus,21427703,"GSM686970,GSE27826",,1000
PEAKS010273,CTCF_MOUSE,DP T cell,,CTCF, 2.3.3.50.1,Mus musculus,21349430,"GSM672400,GSE27214",,1000
PEAKS010276,CRX_MOUSE,retina,,Crx, 3.1.3.17.3,Mus musculus,20693478,"GSM499736,GSM499737,GSE20012",,1000
PEAKS010309,GCR_MOUSE,3T3-L1 preadipocyte cell line,4 hours of differentiation,GR, 2.1.1.1.1,Mus musculus,21427703,"GSM686976,GSE27826",,1000
PEAKS010310,CTCF_MOUSE,E14,,"CTCF (Upstate, 07-729, Lot #DAM1421463)", 2.3.3.50.1,Mus musculus,21685913,"GSM699165,GSE28247",,1000
PEAKS010317,MYOD1_MOUSE,C2C12 cells,,MyoD, 1.2.2.1.1,Mus musculus,22036565,"GSE21614,GSM539539,GSM539540",,1000
PEAKS010319,CTCF_MOUSE,Embryonic stem cells,,anti-CTCF (SantaCruz #15914), 2.3.3.50.1,Mus musculus,22170606,"GSE30203,GSM747535,GSM747536,GSM747534",,1000
PEAKS010321,SMAD3_MOUSE,MC1R(20):tetMyod1(14) embryonic stem cells,"-Myod1, day 5",Smad3, 7.1.1.1.3,Mus musculus,22036565,"GSM590102,GSE21614",,1000
PEAKS010322,SMAD3_MOUSE,MC1R(20):tetMyod1(14) embryonic stem cells,"Activin, +Myod1, day 2",Smad3, 7.1.1.1.3,Mus musculus,22036565,"GSM590101,GSE21614",,1000
PEAKS010323,SMAD3_MOUSE,MC1R(20):tetMyod1(14) embryonic stem cells,"Activin, -Myod1, day 2",Smad3, 7.1.1.1.3,Mus musculus,22036565,"GSM590100,GSE21614",,1000
PEAKS010326,SPI1_MOUSE,thioglycollate-elicited peritoneal macrophages,,PU.1, 3.5.2.5.1,Mus musculus,20176806,"GSM532741,GSE21314",,1000
PEAKS010329,TAL1_MOUSE,Ter119+ cells,,TAL1, 1.2.3.1.1,Mus musculus,21795386,"GSM746583,GSM746584,GSE30142",,1000
PEAKS010337,TYY1_MOUSE,ES-derived Neural Progenitor cells,,YY1, 2.3.3.9.1,Mus musculus,21170310,"GSM628032,GSE25197",,1000
PEAKS010338,PRD14_MOUSE,mESCs,,FLAG and HA, 2.3.3.0.35,Mus musculus,21183938,"GSM623989,GSE25409",,1000
PEAKS010341,TYY1_MOUSE,V6.5 on gelatin,,YY1, 2.3.3.9.1,Mus musculus,21170310,"GSM628031,GSE25197",,1000
PEAKS010345,MYB_MOUSE,Conditional Myb transformed myeloid cell line,activated MYB,ER Ab-10, 3.5.1.1.1,Mus musculus,21317192,"GSM549341,GSE22095,GSM549337,GSM549339",,1000
PEAKS010348,SPI1_MOUSE,ES-cell derived erythroid progenitors,,anti-PU.1 (T-21) (sc-352), 3.5.2.5.1,Mus musculus,21695229,"GSM545888,GSM545889,GSM545890,GSM545891,GSE21950",,1000
PEAKS010351,FOXA2_MOUSE,liver,,FoxA2, 3.3.1.1.2,Mus musculus,21623366,"GSM717562,GSM717563,GSE26729",,1000
PEAKS010353,JARD2_MOUSE,Embyonic stem cells,,Jarid2, 3.7.1.7.1,Mus musculus,20075857,"GSM480678,GSE19365",,1000
PEAKS010356,TBX3_MOUSE,pluripotent and self-renewing cells,,tbx3, 6.5.4.0.2,Mus musculus,20139965,"GSM476146,GSE19219",,1000
PEAKS010358,COE1_MOUSE,A-MuLV pre B-cells,,anti-EBF1b, 6.1.5.0.1,Mus musculus,20451411,"GSM499030,GSE19971",,1000
PEAKS010359,TAL1_MOUSE,fetal liver erythroblast,,scl, 1.2.3.1.1,Mus musculus,20566737,"GSM464634,GSE18720",,1000
PEAKS010364,STAT1_MOUSE,Bone marrow macrophages,,anti-STAT1? (santa cruz: sc-417), 6.2.1.0.1,Mus musculus,22171011,"GSM838681,GSE33913",,1000
PEAKS010369,STAT3_MOUSE,WT-Th17 polazied T cells from naive,,Phospho-STAT3(Ser727), 6.2.1.0.3,Mus musculus,20493732,"GSM540722,GSE21669",,1000
PEAKS010380,TET1_MOUSE,embryonic stem cells,,Tet1-N, 2.6.1.0.3,Mus musculus,21490601,"GSM611194,GSE24841",,1000
PEAKS010388,TET1_MOUSE,embryonic stem cells,,Tet1-C, 2.6.1.0.3,Mus musculus,21490601,"GSM611192,GSE24841",,1000
PEAKS010398,COE1_MOUSE,pro-B cell,RAG1 KO,"EBF (H00001879-M01), 08344-1C2", 6.1.5.0.1,Mus musculus,20543837,"GSM546524,GSE21978",,1000
PEAKS010412,PPARG_MOUSE,Cultured Adipocytes,,sc-7196X, 2.1.2.5.3,Mus musculus,21292830,"GSM634632,GSE25836",,1000
PEAKS010419,TFE2_MOUSE,pre-pro-B cell,"E2A KO, 1h",E2A.E12(V-18) (sc-349), 1.2.1.0.1,Mus musculus,20543837,"GSM546535,GSE21978",,1000
PEAKS010440,SOX6_MOUSE,myotubes induced from wild type mouse fetal (E18.5) primary myoblasts,,Sox6, 4.1.1.4.2,Mus musculus,21985497,"GSM808747,GSM808746,GSE32627",,1000
PEAKS010441,TFE2_MOUSE,pre-pro-B cell,"E2A KO, 6h",E2A.E12(V-18) (sc-349), 1.2.1.0.1,Mus musculus,20543837,"GSM546536,GSE21978",,1000
PEAKS010443,E2F3_MOUSE,mouse embryonic fibroblasts (MEF),E2F3 KO,E2F3, 3.3.2.1.3,Mus musculus,22157815,"GSM835827,GSE33791",,1000
PEAKS010455,PPARG_MOUSE,3T3L1 cells,Day 6 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340799,GSE13511",,1000
PEAKS010457,PPARG_MOUSE,3T3L1 cells,Day 2 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340796,GSE13511",,1000
PEAKS010458,PPARG_MOUSE,3T3L1 cells,Day 1 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340795,GSE13511",,1000
PEAKS010459,PPARG_MOUSE,3T3L1 cells,Day 0 of differentiation,PPARg, 2.1.2.5.3,Mus musculus,18981474,"GSM340794,GSE13511",,1000
PEAKS010462,STA5A_MOUSE,mouse embryonic fibroblasts (MEFs),Growth hormone,sc-835, 6.2.1.0.5,Mus musculus,,"GSM860150,GSE34986",,1000
PEAKS010465,EVX2_MOUSE,intestinal villus cells,,CDX2, 3.1.1.10.2,Mus musculus,21402776,"GSM607495,GSE24633",,1000
PEAKS010476,FLI1_MOUSE,T-helper 2 cells,,"Fli1 (santa cruz, cat#sc356X, Lot#L0407)", 3.5.2.1.5,Mus musculus,21867929,"GSM654874,GSE20898",,1000
PEAKS010496,RXRA_MOUSE,F9 embryonal carcinoma cells,6hr ATRA,polyclonal anti-RXRa, 2.1.3.1.1,Mus musculus,21988834,"GSM757796,GSE30538",,1000
PEAKS010498,ETS1_MOUSE,T-helper 2 cells,,"Ets1 (santa cruz, cat#sc111X, Lot#G1905)", 3.5.2.1.1,Mus musculus,21867929,"GSM654875,GSE20898",,1000
PEAKS010501,RXRG_MOUSE,F9 embryonal carcinoma cells,2hr ATRA,polyclonal anti-RARg, 2.1.3.1.3,Mus musculus,21988834,"GSM757802,GSE30538",,1000
PEAKS010502,TET1_MOUSE,mouse embryonic stem (MES) cells,,tet1, 2.6.1.0.3,Mus musculus,21514197,"GSM706669,GSE28532",,1000
PEAKS010504,TET1_MOUSE,mouse embryonic stem (MES) cells,tet1_mut2,tet1, 2.6.1.0.3,Mus musculus,21514197,"GSM706671,GSE28532",,1000
PEAKS010514,FLI1_MOUSE,CD8 cells,,"Fli1 (santa cruz, cat#sc356X, Lot#L0407)", 3.5.2.1.5,Mus musculus,21867929,"GSM654872,GSE20898",,1000
PEAKS010525,ATRX_MOUSE,E14,,"ATRX H300 (Santa Cruz Biotechnology, batch G0105)", 2.2.1.2.12,Mus musculus,21029860,"GSM551138,GSE22162",,1000
PEAKS010547,RCOR2_MOUSE,V6.5 embryonic stem cells,,AB32631, 3.5.1.2.4,Mus musculus,,"GSM845235,GSE27841",,1000
PEAKS010550,MSX1_MOUSE,C2C12,,anti-Flag, 3.1.2.11.1,Mus musculus,,"GSM657516,GSE26711",,1000
PEAKS010556,REST_MOUSE,V6.5 embryonic stem cells,,Upstate 07-574, 2.3.4.0.27,Mus musculus,,"GSM687285,GSE27841",,1000
PEAKS010560,TET1_MOUSE,mouse embryonic stem (MES) cells,tet1_mut1,tet1, 2.6.1.0.3,Mus musculus,21514197,"GSM706670,GSE28532",,1000
PEAKS010561,SMAD3_MOUSE,V6.5 embryonic stem cells,,Smad3, 7.1.1.1.3,Mus musculus,22036565,"GSM539541,GSE21614",,1000
PEAKS010562,FLI1_MOUSE,Early haematopoietic cell line derived from ES cells,,Fli1, 3.5.2.1.5,Mus musculus,20887958,"GSM552233,GSE22178",,1000
PEAKS010563,PO2F1_MOUSE,Early haematopoietic cell line derived from ES cells,,meis1, 3.1.10.2.1,Mus musculus,20887958,"GSM552239,GSE22178",,1000
PEAKS010564,SPI1_MOUSE,Early haematopoietic cell line derived from ES cells,,pu.1, 3.5.2.5.1,Mus musculus,20887958,"GSM552240,GSE22178",,1000
PEAKS010565,TBP_MOUSE,embryonic stem cells,,ab62126, 8.1.1.0.1,Mus musculus,21884934,"GSM774944,GSE31270",,1000
PEAKS010570,TFE2_MOUSE,Rag2-/- thymocytes,anti-CD3e Ab injection,sc-349x, 1.2.1.0.1,Mus musculus,21857655,"GSM756893,GSE30518",,1000
PEAKS010574,RXRG_MOUSE,F9 embryonal carcinoma cells,48hr ATRA,polyclonal anti-RARg, 2.1.3.1.3,Mus musculus,21988834,"GSM757805,GSE30538",,1000
PEAKS010576,STA5A_MOUSE,mouse embryonic fibroblasts (MEFs),"Stat5 overexpression, Growth hormone",sc-835, 6.2.1.0.5,Mus musculus,,"GSM860161,GSM860154,GSE34986",,1000
PEAKS010580,RXRA_MOUSE,F9 embryonal carcinoma cells,48hr ATRA,polyclonal anti-RXRa, 2.1.3.1.1,Mus musculus,21988834,"GSM757798,GSE30538",,1000
PEAKS010581,RXRA_MOUSE,F9 embryonal carcinoma cells,2hr ATRA,polyclonal anti-RXRa, 2.1.3.1.1,Mus musculus,21988834,"GSM757795,GSE30538",,1000
PEAKS010585,RXRA_MOUSE,F9 embryonal carcinoma cells,"48hr ATRA, RXRa KO",polyclonal anti-RXRa, 2.1.3.1.1,Mus musculus,21988834,"GSM757799,GSE30538",,1000
PEAKS010586,RXRG_MOUSE,F9 embryonal carcinoma cells,48hr ethanol,polyclonal anti-RARg, 2.1.3.1.3,Mus musculus,21988834,"GSM757801,GSE30538",,1000
PEAKS010589,CDX4_MOUSE,Ainv15 (ATCC SCRC-1029) with inducible Flag-tagged Hoxc9,#NAME?,"anti-Flag (Sigma, F1804-200UG)", 3.1.1.9.3,Mus musculus,22081127,"GSM766061,GSE30882",,1000
PEAKS010591,SPI1_MOUSE,bone marrow-derived macrophages,LXRD KO,"PU.1 (Vendor: Santa Cruz, cat# sc-352, lot# F1808)", 3.5.2.5.1,Mus musculus,20513432,"GSM538018,GSE21512",,1000
PEAKS010594,OLIG2_MOUSE,Ainv15 (ATCC SCRC-1029) with inducible V5-tagged Olig2,,"Olig2 (Millipore, ab9610)", 1.2.3.4.14,Mus musculus,22081127,"GSM766058,GSE30882",,1000
PEAKS010597,PPARG_MOUSE,3T3-L1,,PPARgamma, 2.1.2.5.3,Mus musculus,20176806,"GSM532740,GSE21314",,1000
PEAKS010598,SMAD1_MOUSE,Erthyroid Progenitor (G1E),,Smad1, 7.1.1.1.1,Mus musculus,22036566,"GSM722388,GSE29193",,1000
PEAKS010599,CEBPB_MOUSE,thioglycollate-elicited peritoneal macrophages,,C/EBPbeta, 1.1.8.1.2,Mus musculus,20176806,"GSM532742,GSE21314",,1000
PEAKS010600,ATOH1_MOUSE,4 P5 cerebella (pooled),,Sigma F9291, 1.2.3.4.8,Mus musculus,21300888,"GSM549936,GSE22111,GSM549935",,1000
PEAKS010609,EVX1_MOUSE,myeloblastic cell line,,ab9110, 3.1.1.10.1,Mus musculus,22072553,"GSM842252,GSE33509,GSM842249",,1000
PEAKS010613,RXRG_MOUSE,F9 embryonal carcinoma cells,6hr ATRA,polyclonal anti-RARg, 2.1.3.1.3,Mus musculus,21988834,"GSM757803,GSE30538",,1000
PEAKS010617,RFX1_MOUSE,Neural progenitors,,Rfx1, 3.3.3.0.1,Mus musculus,21106759,"GSM594584,GSE24164",,1000
PEAKS010618,LYL1_MOUSE,Early haematopoietic cell line derived from ES cells,,lyl1, 1.2.3.1.3,Mus musculus,20887958,"GSM552238,GSE22178",,1000
PEAKS010620,NFYA_MOUSE,Neuronal Progenitors (NP),,anti-NFYA, 4.2.1.0.1,Mus musculus,,"GSE25532,GSM632049,GSM632048",,1000
PEAKS010626,GATA1_MOUSE,G1E-ER4 cells,E2,GATA1, 2.2.1.1.1,Mus musculus,21795386,"GSM746568,GSE30142",,1000
PEAKS010627,TAL1_MOUSE,G1E cells,,TAL1, 1.2.3.1.1,Mus musculus,21795386,"GSM746556,GSE30142,GSM746555",,1000
PEAKS010630,TAL1_MOUSE,G1E-ER4 cells,E2,TAL1, 1.2.3.1.1,Mus musculus,21795386,"GSM746572,GSM746571,GSE30142",,1000
PEAKS010632,GATA3_MOUSE,T-helper 2 cells (unstimulated),,"anti-Gata3 (558686, BD bioscience)", 2.2.1.1.3,Mus musculus,21867929,"GSM523226,GSE20898,GSM742023",,1000
PEAKS020003,MYB_MOUSE,MEL,,c-Myb_(SC-7874), 3.5.1.1.1,Mus musculus,,GSM912903,wgEncodeEM001967,1000
PEAKS020009,BHE40_MOUSE,CH12,,BHLHE40_(NB100-1800), 1.2.4.1.12,Mus musculus,,GSM912922,wgEncodeEM001979,1000
PEAKS020014,TAL1_MOUSE,G1E,,TAL1_(SC-12984), 1.2.3.1.1,Mus musculus,,GSM923579,wgEncodeEM001930,1000
PEAKS020031,USF2_MOUSE,MEL,,USF2, 1.2.6.2.2,Mus musculus,,GSM912892,wgEncodeEM001960,1000
PEAKS020079,JUN_MOUSE,CH12,,c-Jun, 1.1.1.1.1,Mus musculus,,GSM912901,wgEncodeEM001943,1000
PEAKS020091,CTCF_MOUSE,Heart,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918756,wgEncodeEM001684,1000
PEAKS020117,CTCF_MOUSE,G1E-ER4,diffProtD_24hr,CTCF, 2.3.3.50.1,Mus musculus,,GSM923571,wgEncodeEM001926,1000
PEAKS020133,MAX_MOUSE,C2C12,EqS_2.0pct_60hr,Max, 1.2.6.5.5,Mus musculus,,GSM915173,wgEncodeEM002114,1000
PEAKS020142,HTF4_MOUSE,C2C12,EqS_2.0pct_60hr,TCF12, 1.2.1.0.3,Mus musculus,,GSM915178,wgEncodeEM002120,1000
PEAKS020181,CTCF_MOUSE,Liver,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918715,wgEncodeEM001696,1000
PEAKS020219,CTCF_MOUSE,BMDM,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918726,wgEncodeEM002663,1000
PEAKS020237,TAL1_MOUSE,G1E-ER4,diffProtD_24hr,TAL1_(SC-12984), 1.2.3.1.1,Mus musculus,,GSM923576,wgEncodeEM002348,1000
PEAKS020248,MAFK_MOUSE,CH12,,MafK_(ab50322), 1.1.3.2.3,Mus musculus,,GSM912898,wgEncodeEM001980,1000
PEAKS020261,CTCF_MOUSE,MEL,,CTCF_(SC-15914), 2.3.3.50.1,Mus musculus,,GSM912896,wgEncodeEM001968,1000
PEAKS020290,GATA2_MOUSE,G1E-ER4,diffProtD_24hr,GATA2_(SC-9008), 2.2.1.1.2,Mus musculus,,GSM923588,wgEncodeEM002357,1000
PEAKS020329,GATA1_MOUSE,Erythrobl,,GATA1_(SC-265), 2.2.1.1.1,Mus musculus,,GSM923575,wgEncodeEM002349,1000
PEAKS020348,JUND_MOUSE,CH12,,JunD, 1.1.1.1.3,Mus musculus,,GSM912902,wgEncodeEM001940,1000
PEAKS020380,E2F4_MOUSE,CH12,,E2F4, 3.3.2.1.4,Mus musculus,,GSM912912,wgEncodeEM001937,1000
PEAKS020387,CTCF_MOUSE,CH12,,CTCF, 2.3.3.50.1,Mus musculus,,GSM923568,wgEncodeEM001922,1000
PEAKS020425,GATA1_MOUSE,MEL,,GATA-1, 2.2.1.1.1,Mus musculus,,GSM912907,wgEncodeEM001945,1000
PEAKS020444,MXI1_MOUSE,CH12,,Mxi1_(AF4185), 1.2.6.7.5,Mus musculus,,GSM912925,wgEncodeEM001976,1000
PEAKS020450,CTCF_MOUSE,CH12,,CTCF_(SC-15914), 2.3.3.50.1,Mus musculus,,GSM912909,wgEncodeEM001954,1000
PEAKS020468,CTCF_MOUSE,Lung,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918722,wgEncodeEM001697,1000
PEAKS020479,MAX_MOUSE,MEL,,Max, 1.2.6.5.5,Mus musculus,,GSM912919,wgEncodeEM001959,1000
PEAKS020510,CTCF_MOUSE,MEL,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918744,wgEncodeEM002661,1000
PEAKS020527,GATA1_MOUSE,G1E-ER4,diffProtD_24hr,GATA1_(SC-265), 2.2.1.1.1,Mus musculus,,GSM923572,wgEncodeEM001927,1000
PEAKS020612,CTCF_MOUSE,MEF,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918743,wgEncodeEM001698,1000
PEAKS020616,MAFK_MOUSE,MEL,,MafK_(ab50322), 1.1.3.2.3,Mus musculus,,GSM912899,wgEncodeEM001981,1000
PEAKS020659,GATA2_MOUSE,G1E,,GATA2_(SC-9008), 2.2.1.1.2,Mus musculus,,GSM923587,wgEncodeEM002356,1000
PEAKS020680,CTCF_MOUSE,Cerebellum,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918759,wgEncodeEM001689,1000
PEAKS020735,CTCF_MOUSE,Testis,,CTCF, 2.3.3.50.1,Mus musculus,,GSM918711,wgEncodeEM002593,1000
PEAKS020748,USF1_MOUSE,C2C12,EqS_2.0pct_60hr,USF-1, 1.2.6.2.1,Mus musculus,,GSM915161,wgEncodeEM002134,1000
PEAKS020753,MYOG_MOUSE,C2C12,EqS_2.0pct_7d,Myogenin_(sc-12732), 1.2.2.1.2,Mus musculus,,GSM915164,wgEncodeEM002133,1000
PEAKS020760,TBP_MOUSE,CH12,,TBP, 8.1.1.0.1,Mus musculus,,GSM912900,wgEncodeEM001942,1000
PEAKS020764,MYC_MOUSE,CH12,,c-Myc, 1.2.6.5.1,Mus musculus,,GSM912906,wgEncodeEM001944,1000
PEAKS020773,CEBPB_MOUSE,C2C12,EqS_2.0pct_60hr,CEBPB, 1.1.8.1.2,Mus musculus,,GSM915180,wgEncodeEM002122,1000
PEAKS020784,TAL1_MOUSE,Megakaryo,,TAL1_(SC-12984), 1.2.3.1.1,Mus musculus,,GSM995447,wgEncodeEM003194,1000
PEAKS020792,FLI1_MOUSE,Megakaryo,,FLI1_(sc-356), 3.5.2.1.5,Mus musculus,,GSM995446,wgEncodeEM003195,1000
PEAKS020826,GATA1_MOUSE,Megakaryo,,GATA1_(SC-265), 2.2.1.1.1,Mus musculus,,GSM923586,wgEncodeEM002351,1000
PEAKS020832,CTCF_MOUSE,WholeBrain,,CTCF, 2.3.3.50.1,Mus musculus,,,wgEncodeEM002595,1000
PEAKS020855,GATA1_MOUSE,G1E-ER4,diffProtD_14hr,GATA1_(SC-265), 2.2.1.1.1,Mus musculus,,GSM995444,wgEncodeEM003197,1000
PEAKS020868,MAX_MOUSE,C2C12,,Max, 1.2.6.5.5,Mus musculus,,GSM915174,wgEncodeEM002115,1000
PEAKS020903,CTCF_MOUSE,Spleen,,CTCF, 2.3.3.50.1,Mus musculus,,,wgEncodeEM001700,1000
PEAKS020911,GATA1_MOUSE,G1E-ER4,diffProtD_7hr,GATA1_(SC-265), 2.2.1.1.1,Mus musculus,,GSM995442,wgEncodeEM003201,1000
PEAKS020927,CTCF_MOUSE,Limb,,CTCF, 2.3.3.50.1,Mus musculus,,,wgEncodeEM002589,1000
PEAKS020940,FOSL1_MOUSE,C2C12,,FOSL1_(sc-605), 1.1.2.1.3,Mus musculus,,GSM915182,wgEncodeEM002124,1000
PEAKS010052,STAT1_HUMAN,HeLa S3,IFNgamma,STAT1, 6.2.1.0.1,Homo sapiens,17558387,"GSM385504,GSM385505,GSM385503,GSM385508,GSM385506,GSM385507,GSE15353",,999
PEAKS010165,ESR1_HUMAN,MCF-7 cells,Fulvestrant,ERalpha, 2.1.1.2.1,Homo sapiens,19339991,"GSM365928,GSE14664",,999
PEAKS010207,RUNX1_HUMAN,K562,,RUNX1, 6.4.1.0.2,Homo sapiens,20959602,"GSM610332,GSE24777",,999
PEAKS010295,CTCF_HUMAN,Pancreatic islets,,07-729  (Millipore), 2.3.3.50.1,Homo sapiens,21035756,"GSM586888,GSE23784",,999
PEAKS010489,TF65_HUMAN,GM12892,TNF-alpha induced (6h),NF?B p65 (C-20) rabbit polyclonal antibody, 6.1.1.2.1,Homo sapiens,20299548,"GSM486293,GSE19485,GSM486294,GSM486295",,999
PEAKS010521,CTCF_HUMAN,HepG2,,07-729, 2.3.3.50.1,Homo sapiens,21750106,"GSM748539,GSE30226,GSM748538",,999
PEAKS010540,PO5F1_HUMAN,H9 Embyonic stem cells,,Oct4, 3.1.10.5.1,Homo sapiens,,"GSM545203,GSM545204,GSE21916,GSM545202",,999
PEAKS020024,FOSL1_HUMAN,H1-hESC,,FOSL1_(SC-183), 1.1.2.1.3,Homo sapiens,,GSM803382,wgEncodeEH001660,999
PEAKS020077,SP2_HUMAN,HepG2,,SP2_(SC-643), 2.3.1.1.2,Homo sapiens,,GSM1010787,wgEncodeEH002264,999
PEAKS020135,CEBPB_HUMAN,HepG2,,CEBPB, 1.1.8.1.2,Homo sapiens,,GSM935493,wgEncodeEH001829,999
PEAKS020182,ETS1_HUMAN,GM12878,,ETS1, 3.5.2.1.1,Homo sapiens,,GSM803510,wgEncodeEH001564,999
PEAKS020185,ATF2_HUMAN,H1-hESC,,ATF2_(SC-81188), 1.1.1.3.1,Homo sapiens,,GSM1010742,wgEncodeEH002316,999
PEAKS020323,REST_HUMAN,A549,EtOH_0.02pct,NRSF, 2.3.4.0.27,Homo sapiens,,GSM1010749,wgEncodeEH002311,999
PEAKS020349,BHE40_HUMAN,K562,,BHLHE40_(NB100-1800), 1.2.4.1.12,Homo sapiens,,GSM935616,wgEncodeEH001857,999
PEAKS020766,CTCF_HUMAN,GM06990,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749708,GSM749705",wgEncodeEH000392,999
PEAKS030214,HXA10_HUMAN,LoVo,,HOXA10, 3.1.1.8.5,Homo sapiens,23953112,,,999
PEAKS030229,SMAD3_HUMAN,LoVo,,SMAD3, 7.1.1.1.3,Homo sapiens,23953112,,,999
PEAKS000529,BMAL1_MOUSE,"Liver, ZT14",,BMAL1, 1.2.5.2.3,Mus musculus,21364973,"GSE26602,GSM654887,GSM654886",,999
PEAKS010140,PO5F1_MOUSE,CCE,,Oct4, 3.1.10.5.1,Mus musculus,21477851,"GSM566277,GSE22934",,999
PEAKS010141,SMAD1_MOUSE,Erthyroid Progenitor (G1ER),,Smad1, 7.1.1.1.1,Mus musculus,22036566,"GSM722391,GSE29193",,999
PEAKS010277,CRX_MOUSE,C57BL/6,Nrl KO,Crx, 3.1.3.17.3,Mus musculus,20693478,"GSM499741,GSM499739,GSE20012",,999
PEAKS010318,RXRA_MOUSE,F9 embryonal carcinoma cells,48hr ethanol,polyclonal anti-RXRa, 2.1.3.1.1,Mus musculus,21988834,"GSM757794,GSE30538",,999
PEAKS010628,GATA2_MOUSE,G1E cells,,GATA2, 2.2.1.1.2,Mus musculus,21795386,"GSM746558,GSM746557,GSE30142",,999
PEAKS020412,E2F4_MOUSE,C2C12,EqS_2.0pct_60hr,E2F4, 3.3.2.1.4,Mus musculus,,GSM915187,wgEncodeEM002109,999
PEAKS010292,AP2C_HUMAN,MCF-7 breast cancer cell line,estradiol,sc-8977 (H-77), 1.3.1.0.3,Homo sapiens,21572391,"GSM588928,GSE23852",,998
PEAKS010296,CTCF_HUMAN,Pancreatic islets,,ab70303, 2.3.3.50.1,Homo sapiens,21035756,"GSM586887,GSE23784",,998
PEAKS010302,PO2F1_HUMAN,HeLa cells,H2O2 1hr,Oct1, 3.1.10.2.1,Homo sapiens,19171782,"GSM357351,GSE14283",,998
PEAKS010411,E2F1_HUMAN,HeLa cells,,E2F1 , 3.3.2.1.1,Homo sapiens,20622854,"GSM558469,GSE22478",,998
PEAKS010492,GATA1_HUMAN,K562,bmp,GATA1, 2.2.1.1.1,Homo sapiens,22036566,"GSM722413,GSE29195",,998
PEAKS010495,GATA2_HUMAN,K562,bmp,GATA2, 2.2.1.1.2,Homo sapiens,22036566,"GSM722415,GSE29195",,998
PEAKS020146,JUN_HUMAN,HeLa-S3,,c-Jun, 1.1.1.1.1,Homo sapiens,,GSM935341,wgEncodeEH000746,998
PEAKS020249,TYY1_HUMAN,GM12892,,YY1, 2.3.3.9.1,Homo sapiens,,GSM803516,wgEncodeEH001609,998
PEAKS020283,MAX_HUMAN,HUVEC,,Max, 1.2.6.5.5,Homo sapiens,,GSM935572,wgEncodeEH000768,998
PEAKS020285,TF7L2_HUMAN,PANC-1,,TCF7L2, 4.1.3.0.3,Homo sapiens,,GSM816437,wgEncodeEH002071,998
PEAKS020457,CTCF_HUMAN,HRE,,CTCF, 2.3.3.50.1,Homo sapiens,,"GSM749727,GSM749737",wgEncodeEH000405,998
PEAKS030205,NKX22_HUMAN,LoVo,,NKX2.2, 3.1.2.15.1,Homo sapiens,23953112,,,998
PEAKS030366,GLIS1_HUMAN,LoVo,,GLIS1, 2.3.3.1.4,Homo sapiens,23953112,,,998
PEAKS010137,ESR1_HUMAN,H3396,E2,ER-alpha, 2.1.1.2.1,Homo sapiens,21642965,"GSE32332,GSM811209,GSM811208",,997
PEAKS010410,RXRA_HUMAN,LS180 cells,"1,25(OH)2D3",RXR, 2.1.3.1.1,Homo sapiens,22108803,"GSM791406,GSE31939",,997
PEAKS020064,MAX_HUMAN,HeLa-S3,,Max, 1.2.6.5.5,Homo sapiens,,GSM935318,wgEncodeEH000646,997
PEAKS020144,CTCF_HUMAN,MCF-7,estrogen,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822309,wgEncodeEH001131,997
PEAKS010149,MYC_HUMAN,H1,,MYC, 1.2.6.5.1,Homo sapiens,19829295,"GSM447585,GSE17917",,996
PEAKS010653,VDR_HUMAN,GM10861,,sc-1008, 2.1.2.4.1,Homo sapiens,20736230,"GSM558635,GSM558634,GSE22484",,996
PEAKS010037,ESR1_HUMAN,Breast cancer cells,DMSO,"ER?, Santa Cruz Biotechnology, sc-8005 X", 2.1.1.2.1,Homo sapiens,,"GSM862178,GSE35109",,995
PEAKS010533,IKZF1_HUMAN,CD133+ expanded umbilical cord blood (UCB) cells,,IKZF1, 2.3.4.4.1,Homo sapiens,21241896,"GSE26014,GSM638313,GSM638312",,995
PEAKS010535,FOXA1_HUMAN,MCF-7,E2,"FOXA1 - Cat# AB4124, Chemicon", 3.3.1.1.1,Homo sapiens,21179027,"GSM659787,GSE26831",,995
PEAKS030131,E2F2_HUMAN,LoVo,,E2F2, 3.3.2.1.2,Homo sapiens,23953112,,,995
PEAKS030121,NR4A1_HUMAN,LoVo,,NR4A1, 2.1.4.0.1,Homo sapiens,23953112,,,994
PEAKS020154,CTCF_HUMAN,NB4,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1022643,wgEncodeEH001898,993
